Name,Ratings,ReviewCount,Location,Cuisine,Cost (for two)
Masala Bay - Taj Lands End,4.6,,"Taj Lands End, Bandra, Mumbai","North Indian, Seafood","4,300"
Ming Yang - Taj Lands End,4.5,,"Taj Lands End, Bandra, Mumbai",Chinese,"4,000"
House of Nomad - Taj Lands End,4.3,409,"Taj Lands End, Bandra, Mumbai",Continental,"3,100"
Vista - Taj Lands End,4.1,,"Taj Lands End, Bandra, Mumbai","North Indian, Asian, Continental","5,500"
Atrium Bar & Lounge - Taj Lands End,3.9,,"Taj Lands End, Bandra, Mumbai",Fast Food,"4,500"
Tropics Bar - Taj Lands End,3.5,11,"Taj Lands End, Bandra, Mumbai",Finger Food,"3,000"
China Inc - Taj Santacruz,4.4,,"Taj Santacruz, Santacruz East, Mumbai",Asian,"4,000"
Rivea - Taj Santacruz,4.4,,"Taj Santacruz, Santacruz East, Mumbai","Mediterranean, Italian","3,000"
Tiqri Bar & Lounge - Taj Santacruz,4.1,207,"Taj Santacruz, Santacruz East, Mumbai",Finger Food,"2,500"
Tiqri - Taj Santacruz,4.1,,"Taj Santacruz, Santacruz East, Mumbai","Continental, North Indian","2,200"
Mashhad,4,,"Taj Santacruz, Santacruz East, Mumbai","Lebanese, North Indian, Iranian","4,000"
Oh! Calcutta,4.5,,"Tardeo, Mumbai","Bengali, Seafood",900
Swati Snacks,4.5,,"Tardeo, Mumbai","Gujarati, South Indian, Fast Food, Desserts, Beverages","1,000"
Gold Coins Veg X,4.3,489,"Tardeo, Mumbai","North Indian, Continental, Chinese, Italian, Mughlai, Beverages","1,600"
Bomberry,4.3,,"Tardeo, Mumbai","Beverages, Fast Food",500
Maiz Mexican Kitchen,4.1,,"Tardeo, Mumbai","Mexican, Beverages",700
Cafe Noorani,4,,"Tardeo, Mumbai","Mughlai, North Indian, Biryani, Chinese, Rolls, Seafood, Fast Food","1,300"
Chinese Palace,4,,"Tardeo, Mumbai","Chinese, Asian",900
Maji Sagar,4,,"Tardeo, Mumbai","Chinese, North Indian, South Indian, Fast Food",550
Balaji Fast Food,3.9,,"Tardeo, Mumbai","Fast Food, Pizza, Sandwich, Beverages",500
My Angels Ice Cream,3.9,,"Tardeo, Mumbai","Desserts, Ice Cream",200
Sardar Pav bhaji,3.9,,"Tardeo, Mumbai","Street Food, Beverages, Fast Food, Juices",250
Original Chung Fa,3.8,,"Tardeo, Mumbai","Chinese, Seafood, Fast Food",650
Rajhan's Juice Centre,3.8,,"Tardeo, Mumbai","Beverages, Desserts",100
Saranga Resto,3.8,,"Tardeo, Mumbai","Malwani, Maharashtrian, North Indian",400
Sweet Bengal,3.8,,"Tardeo, Mumbai",Mithai,300
A-1 Fish Koliwada,3.7,,"Tardeo, Mumbai","Mughlai, Malwani, North Indian, Chinese, Seafood",500
Hindmata,3.7,,"Tardeo, Mumbai","Chinese, North Indian, South Indian, Fast Food",600
Kanishka,3.7,,"Tardeo, Mumbai","North Indian, Chinese, South Indian, Fast Food, Street Food, Desserts, Beverages",800
Lagoon,3.7,,"Tardeo, Mumbai","Chinese, North Indian, Mughlai",700
Hotel Anand Foodland,3.6,,"Tardeo, Mumbai","North Indian, Chinese, Biryani",450
Pramod Restaurant & Bar,3.5,45,"Tardeo, Mumbai","North Indian, Chinese",450
Falafel's,3.5,,"Tardeo, Mumbai","Middle Eastern, Lebanese, Healthy Food",600
Shiv Sai Snacks Corner,3.5,,"Tardeo, Mumbai","North Indian, Chinese",400
TBC - The Boat Club,4.5,"4,818","Thakur Mall, Dahisar East, Mumbai","Continental, North Indian, Chinese, Salad, Fast Food, Asian, Seafood, Biryani","1,500"
24/7 Restaurant - The Lalit Mumbai,4.1,,"The Lalit Mumbai, Chakala, Mumbai","European, Italian, North Indian, Asian","5,000"
Baluchi - The Lalit Mumbai,4.1,,"The Lalit Mumbai, Chakala, Mumbai","Mughlai, North Indian","4,000"
Kitty Su - The Lalit Mumbai,4,,"The Lalit Mumbai, Chakala, Mumbai",Finger Food,"3,000"
Citrus - The Leela Mumbai,4.1,,"The Leela Mumbai, Chakala, Mumbai","Italian, North Indian, Maharashtrian, Continental, Asian","5,000"
Six Degrees - The Leela Mumbai,3.7,74,"The Leela Mumbai, Chakala, Mumbai","Finger Food, Continental, Italian","5,000"
The Lobby Lounge - The Leela Mumbai,3.7,,"The Leela Mumbai, Chakala, Mumbai",Cafe,"2,000"
Dragonfly Experience,4.2,364,"The Orb, Marol, Mumbai","Asian, European","2,000"
HAS South Bombay,4.2,,"The Orb, Marol, Mumbai","South Indian, Fast Food, Beverages",350
Thai Naam by Ananda,4.1,,"The Orb, Marol, Mumbai",Thai,"1,500"
Play - The Lounge,4,168,"The Orb, Marol, Mumbai","Continental, Asian, North Indian","2,000"
Cool Story,3.8,,"The Orb, Marol, Mumbai",Beverages,200
Boulevard - The Orchid,4.4,"2,264","The Orchid, Vile Parle East, Mumbai","North Indian, Fast Food, Desserts","2,600"
Mostly Grills - The Orchid,4.4,,"The Orchid, Vile Parle East, Mumbai","Continental, American, North Indian, Bar Food","3,000"
South of Vindhyas - The Orchid,4.4,,"The Orchid, Vile Parle East, Mumbai","Andhra, Kerala, South Indian, Chettinad","2,600"
Merlin's Karaoke Bar - The Orchid,3.9,209,"The Orchid, Vile Parle East, Mumbai",Finger Food,"2,500"
The Gourmet Shop - The Orchid,3.9,,"The Orchid, Vile Parle East, Mumbai","Bakery, Fast Food, Desserts, Sandwich",600
Pickle & Pint - The Paradise By Tunga,4.1,388,"The Paradise By Tunga, Mahakali, Mumbai","North Indian, Chinese, Continental, Seafood","1,400"
Opa! Bar & Cafe - Peninsula Grand Hotel,4.2,581,"The Peninsula Grand Hotel, Sakinaka, Mumbai","Lebanese, Continental, Mediterranean, Italian, North Indian","3,400"
Peninsula - Peninsula Grand Hotel,4,,"The Peninsula Grand Hotel, Sakinaka, Mumbai","North Indian, Mughlai, Chinese, Continental, Seafood","1,800"
The Bakerie - The Shalimar Hotel,4,,"The Shalimar Hotel, Kemps Corner, Mumbai","Bakery, Desserts, Fast Food",400
Gulmurg - The Shalimar Hotel,3.8,,"The Shalimar Hotel, Kemps Corner, Mumbai","North Indian, Mughlai, Continental","1,800"
District Lounge - The Shalimar Hotel,3.7,98,"The Shalimar Hotel, Kemps Corner, Mumbai","North Indian, Continental, Fast Food","1,200"
Yo!! The Deli - The Shalimar Hotel,3.6,,"The Shalimar Hotel, Kemps Corner, Mumbai",Cafe,600
By the Mekong - The St. Regis Mumbai,4.5,"1,103","The St. Regis, Lower Parel, Mumbai","Chinese, Thai, Vietnamese, Asian, North Indian, Continental, Desserts","4,000"
The Sahib Room & Kipling Bar - The St. Regis Mumbai,4.5,977,"The St. Regis, Lower Parel, Mumbai","North Indian, Mughlai, Desserts","3,500"
Seven Kitchens - The St. Regis Mumbai,4.5,,"The St. Regis, Lower Parel, Mumbai","Chinese, North Indian, Italian, European, Asian, Beverages, Desserts","4,000"
Luna,4.3,629,"The St. Regis, Lower Parel, Mumbai",European,"5,000"
XXO - The St. Regis Mumbai,4.2,,"The St. Regis, Lower Parel, Mumbai",Finger Food,"5,000"
Yuuka - The St. Regis Mumbai,4.2,,"The St. Regis, Lower Parel, Mumbai",Japanese,"8,000"
The Drawing Room & The St. Regis Bar - The St. Regis Mumbai,4,,"The St. Regis, Lower Parel, Mumbai",Finger Food,"4,000"
Luna Nudo - The St. Regis Mumbai,3.8,90,"The St. Regis, Lower Parel, Mumbai","European, Bar Food","3,000"
Chimichurri,4.3,442,"Times Square, Marol, Mumbai","Cantonese, Japanese, Asian, Beverages","1,700"
TAP,4.2,"2,235","Times Square, Marol, Mumbai","North Indian, Chinese, Continental, Mexican, Italian, Finger Food, Beverages","1,500"
Roots Of India,4.2,830,"Times Square, Marol, Mumbai","North Indian, Biryani, Chinese, Mughlai, Asian, Desserts, Beverages","1,800"
British Brewing Company,4.2,,"Times Square, Marol, Mumbai","British, Italian, Burger, Continental, European, Pizza, Salad","2,000"
Slice of Lime,3.7,175,"Times Square, Marol, Mumbai","Continental, Finger Food","1,500"
O22 - Trident,4.2,,"Trident, Bandra Kurla Complex, Mumbai","North Indian, European, Japanese, Asian, Desserts, Beverages","4,000"
Pablo The Art Cafe Lounge,3.9,196,"Turbhe, Navi Mumbai","Modern Indian, Seafood, European, Continental, Desserts","1,600"
Tsubaki - Royal Oak,3.9,150,"Turbhe, Navi Mumbai","North Indian, Chinese, Finger Food, Fast Food","2,000"
Hotel Palace Family Restaurant and Bar,3.6,88,"Ulhasnagar, Thane","North Indian, Chinese, Desserts, Beverages","1,000"
City Forestt Family Restaurant & Bar,4.2,253,"Upvan, Thane West, Thane","North Indian, Chinese, Biryani, Street Food, Fast Food, Beverages","1,400"
Sai Dhaba Family Restaurant and Bar,3.7,18,"Upvan, Thane West, Thane","Chinese, North Indian, Mughlai","1,000"
Farmhouse Sea N Sand,4.4,"1,726","Vasai, Mumbai","North Indian, Continental, Seafood, Chinese, Mughlai, Fast Food","1,100"
Farmhouse Global Cuisine Restaurant,4.4,"1,495","Vasai, Mumbai","North Indian, Chinese, Seafood, Fast Food, Desserts","1,000"
Farmhouse Garden Family Restaurant & Bar,4.3,"2,122","Vasai, Mumbai","Continental, Seafood, Italian, North Indian, Chinese, Thai, Desserts, Beverages","1,200"
Pegasus Brew House,4.1,393,"Vasai, Mumbai","Chinese, Italian, Continental, Beverages","1,500"
The Benchmark,4.1,341,"Vasai, Mumbai","Thai, North Indian, Chinese","1,000"
Kokum,4.1,313,"Vasai, Mumbai","Malwani, Konkan, Chinese, North Indian","1,000"
Zeal Skybar,4,562,"Vasai, Mumbai","Italian, Fast Food, Continental, Chinese, North Indian, Malwani","1,200"
Marina - Harbour Bar,3.9,116,"Vasai, Mumbai","North Indian, Chinese, Seafood",800
El Torero,3.9,92,"Vasai, Mumbai","Mexican, Continental, American, Finger Food","1,200"
Vasai Republic,3.8,77,"Vasai, Mumbai","North Indian, Continental, Chinese, Fast Food, Finger Food, Beverages","1,000"
Whateverhappens,3.6,22,"Vasai, Mumbai","North Indian, Chinese, Asian, Continental, Beverages","1,200"
China Bistro,4.5,"2,208","Vasant Vihar, Thane West, Thane","Chinese, Seafood, Sushi, Thai, Japanese, Indonesian, Desserts, Beverages","2,000"
Maratha County Wine & Dine,3.8,50,"Vasant Vihar, Thane West, Thane","North Indian, Chinese, Continental, Beverages",800
Chenab,4.1,"1,514","Vashi, Navi Mumbai","North Indian, Biryani","1,200"
Qilaa de Vashi,4.1,"1,108","Vashi, Navi Mumbai","Chinese, Continental, Mughlai, North Indian, Desserts, Beverages","1,300"
The Public Co.,4.1,860,"Vashi, Navi Mumbai","Continental, Asian, Mexican, Fast Food","1,300"
Young Chilli,4.1,806,"Vashi, Navi Mumbai","Asian, Continental, North Indian, Kebab, Seafood, Oriental, Mughlai, Desserts","1,400"
Cult Lounge,4,424,"Vashi, Navi Mumbai","Continental, Chinese, Fast Food, Beverages, North Indian","1,500"
The Brewing Harmony,4,119,"Vashi, Navi Mumbai","North Indian, Chinese, Continental, Italian, Beverages","1,500"
Vicious Circle Kitchen And Bar,3.9,203,"Vashi, Navi Mumbai","North Indian, Chinese, Mughlai","1,500"
Ibiza Resto Bar & Cafe,3.7,186,"Vashi, Navi Mumbai","North Indian, Chinese, Continental, Desserts, Beverages","1,200"
Sandeep Restaurant & Bar,3.7,54,"Vashi, Navi Mumbai","Chinese, North Indian, South Indian, Sandwich",600
VJ Kitchen N Bar,3.7,47,"Vashi, Navi Mumbai","Asian, Thai, North Indian, Mughlai, Mangalorean, Seafood, Beverages, Desserts","1,200"
Sheetal Restaurant & Bar,3.7,35,"Vashi, Navi Mumbai","North Indian, Chinese",600
Dhanraj Kitchen,3.7,24,"Vashi, Navi Mumbai","North Indian, Mughlai, Chinese, Seafood",550
Sanjog Bar & Restaurant,3.6,171,"Vashi, Navi Mumbai","North Indian, Chinese, Mughlai, Biryani, Seafood, Kebab, Asian","1,200"
Krishna Family Restaurant & Bar,3.6,6,"Vashi, Navi Mumbai","North Indian, Chinese, Seafood","1,200"
Sheetal Family Restaurant & Bar,3.5,8,"Vashi, Navi Mumbai","North Indian, Chinese",700
Poornima Bar & Restaurant,3.5,6,"Vashi, Navi Mumbai","North Indian, Seafood, Chinese",400
Doolally Taproom,4.7,"3,017","Veera Desai Area, Mumbai","Finger Food, American, Italian, Beverages, Fast Food","2,200"
PizzaExpress,4.5,"3,882","Veera Desai Area, Mumbai","Pizza, Italian, Salad, Fast Food","1,900"
JLWA,4.4,"3,903","Veera Desai Area, Mumbai","Continental, North Indian, Italian, Beverages","2,100"
Rikē - Terrace Bar & Grill,4.2,"2,726","Veera Desai Area, Mumbai","Continental, Italian, Lebanese, Asian, European, Beverages","1,800"
3 Wise Monkeys,4.1,522,"Veera Desai Area, Mumbai","Chinese, Thai, Italian","1,500"
Viper Air Bar,3.9,170,"Veera Desai Area, Mumbai","Bar Food, Continental, Chinese, North Indian, Italian","1,800"
B Desi,3.8,"1,101","Veera Desai Area, Mumbai","Bar Food, Mughlai, Continental, Asian, Mexican, Italian","2,000"
On Toes Pub,3.8,84,"Veera Desai Area, Mumbai","Chinese, Italian","1,300"
Miro Lounge - Svenska Design Hotel,3.6,97,"Veera Desai Area, Mumbai","Continental, North Indian, Chinese, Desserts","2,000"
The Tanjore Tiffin Room,4.8,"1,486","Versova, Andheri West, Mumbai","Chettinad, South Indian, Biryani, Beverages","1,500"
Sirocco,4.2,"1,790","Versova, Andheri West, Mumbai","Italian, Chinese, Fast Food","1,200"
By The Bae - Kitchen And Bar,4.1,776,"Versova, Andheri West, Mumbai","Chinese, Fast Food, North Indian, Street Food","2,500"
The House,4,663,"Versova, Andheri West, Mumbai",Continental,"1,500"
Vente Pa'Ca,3.6,26,"Versova, Andheri West, Mumbai","Continental, Chinese, North Indian, Salad",650
Mirchi And Mime,4.9,"6,826","Vikhroli, Mumbai","North Indian, Mughlai, Modern Indian, Biryani","1,800"
Madeira & Mime,4.9,"3,510","Vikhroli, Mumbai","Finger Food, Asian, North Indian, Continental, Desserts, Beverages","1,500"
Garde Manger Cafe,4.6,,"Vile Parle East, Mumbai","Cafe, Healthy Food, Italian, Bakery",800
Rama Krishna,4.3,,"Vile Parle East, Mumbai","North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages, Desserts",600
The Friends Bench All Day Cafe,4.3,,"Vile Parle East, Mumbai","Cafe, Fast Food, Continental, Desserts, Beverages","1,500"
The Good Food Co.,4.3,,"Vile Parle East, Mumbai","Fast Food, Beverages",450
Cafe24 Restobar,4.2,374,"Vile Parle East, Mumbai","Chinese, North Indian, Italian, Mughlai, Beverages","1,800"
Aquafire Restaurant,4.2,,"Vile Parle East, Mumbai","North Indian, Chinese, Italian, Desserts, Kebab, Beverages","1,500"
Malwani Aswad,4.2,,"Vile Parle East, Mumbai","Malwani, Seafood, North Indian, Chinese",500
Babu Vada Pav,4.1,,"Vile Parle East, Mumbai",Street Food,100
Dessert Junction,4.1,,"Vile Parle East, Mumbai","Cafe, Italian, Burger, Sandwich, Desserts, Fast Food",400
Ganesh Chaat,4.1,,"Vile Parle East, Mumbai","Street Food, Rolls, Sandwich, Pizza",300
House of Hoppers,4.1,,"Vile Parle East, Mumbai","South Indian, North Indian",300
Mi Marathi,4.1,,"Vile Parle East, Mumbai","Maharashtrian, Street Food",300
Parle Grill,4.1,,"Vile Parle East, Mumbai","Rolls, Pizza, Beverages, Desserts, Sandwich",400
Burger Fries Factory,4,,"Vile Parle East, Mumbai","Burger, Fast Food",250
Chine Dine,4,,"Vile Parle East, Mumbai","Chinese, Thai, Seafood",600
Fabcafe By Fabindia,4,,"Vile Parle East, Mumbai","North Indian, Healthy Food, Street Food, Cafe, Desserts, Beverages","1,200"
Kabeela,4,,"Vile Parle East, Mumbai","Biryani, North Indian, Chinese, Thai",800
La Cane Bistro,4,,"Vile Parle East, Mumbai","Healthy Food, Continental, Italian",600
Not Justa Cafe,4,,"Vile Parle East, Mumbai","Cafe, North Indian, Fast Food, Asian",600
Parleshwar Vada Pav Samrat,4,,"Vile Parle East, Mumbai",Street Food,150
Sharma Bhelpuri House,4,,"Vile Parle East, Mumbai",Street Food,200
Shree Annapurna,4,,"Vile Parle East, Mumbai","Fast Food, Ice Cream, Beverages, Sandwich",350
Smokin' Joe's,4,,"Vile Parle East, Mumbai","Pizza, Sandwich, Fast Food, Beverages",700
Urban Tapri Cafe,4,,"Vile Parle East, Mumbai","Cafe, Fast Food, Continental, North Indian, Desserts, Beverages",500
The Shack,3.9,848,"Vile Parle East, Mumbai","Chinese, Italian, North Indian, Finger Food, BBQ, Beverages",800
1873 The Tap Room,3.9,34,"Vile Parle East, Mumbai","Bar Food, Beverages",800
Albaik Albrost,3.9,,"Vile Parle East, Mumbai",Fast Food,350
Ari & Vin,3.9,,"Vile Parle East, Mumbai","Desserts, Beverages",300
High Street Gumtea,3.9,,"Vile Parle East, Mumbai","Street Food, Fast Food, North Indian, Beverages, Rajasthani",400
Las Tapas,3.9,,"Vile Parle East, Mumbai","Mexican, Tex-Mex",500
Masala Mission,3.9,,"Vile Parle East, Mumbai","Modern Indian, North Indian",800
Satkar Restaurant,3.9,,"Vile Parle East, Mumbai","North Indian, Chinese, Seafood, Biryani",800
Shabri Restaurant And Bar,3.9,,"Vile Parle East, Mumbai","Chinese, Mughlai, North Indian, Street Food, Fast Food, Continental, Italian","1,250"
Shiv Sagar,3.9,,"Vile Parle East, Mumbai","South Indian, North Indian, Chinese, Continental, Fast Food, Street Food",800
Vidarbha Vada Pav,3.9,,"Vile Parle East, Mumbai",Maharashtrian,100
Campus Restaurant & Bar,3.8,,"Vile Parle East, Mumbai","Chinese, Fast Food, Kebab, Mughlai, North Indian, Beverages",800
K.K. Punjab,3.8,,"Vile Parle East, Mumbai","North Indian, Biryani",300
Kya Lenge Aap,3.8,,"Vile Parle East, Mumbai",Street Food,300
Spoonwise- The Organic Cafe,3.8,,"Vile Parle East, Mumbai","Chinese, North Indian, Fast Food, Continental, Italian, Street Food, Beverages","1,200"
Viru Snacks Bar,3.8,,"Vile Parle East, Mumbai","Rolls, Sandwich, Street Food",300
Workeatout,3.8,,"Vile Parle East, Mumbai",Beverages,200
Asian Eats,3.7,,"Vile Parle East, Mumbai","Chinese, Asian, North Indian, Mughlai, Oriental, Seafood, Kebab",700
Bake & Brew,3.7,,"Vile Parle East, Mumbai","Bakery, Cafe, Italian, Sandwich, Fast Food, Desserts, Beverages",400
Cafe Amber,3.7,,"Vile Parle East, Mumbai","North Indian, Chinese",400
Cakery Bakery,3.7,,"Vile Parle East, Mumbai","Bakery, Desserts",350
Chaat House,3.7,,"Vile Parle East, Mumbai","Street Food, Sandwich, Fast Food, Beverages",350
Chai Vhai,3.7,,"Vile Parle East, Mumbai","Street Food, Beverages",150
Dip Box,3.7,,"Vile Parle East, Mumbai","Mexican, Mediterranean",300
Hotel Shree Bholenath,3.7,,"Vile Parle East, Mumbai","Chinese, North Indian, Mughlai",500
Natural Sweets,3.7,,"Vile Parle East, Mumbai","Mithai, Street Food",300
Shanghai Chinese Food,3.7,,"Vile Parle East, Mumbai","Chinese, Seafood, Thai",600
Shanti Bhavan Cuisine,3.7,,"Vile Parle East, Mumbai",South Indian,200
The Junction,3.7,,"Vile Parle East, Mumbai",Desserts,300
Wagh Bakri Tea Lounge,3.7,,"Vile Parle East, Mumbai","Cafe, Tea, Desserts",600
Ameixing Chinese,3.6,,"Vile Parle East, Mumbai","Chinese, Beverages",350
Anytime Misal,3.6,,"Vile Parle East, Mumbai","Maharashtrian, Beverages, Desserts",250
Birdy's,3.6,,"Vile Parle East, Mumbai","Bakery, Desserts",550
Blackberry Fine Dine,3.6,,"Vile Parle East, Mumbai","Mughlai, Chinese, Goan, Malwani","1,700"
Cafe Sidewalk,3.6,,"Vile Parle East, Mumbai","Continental, Chinese, Pizza, Desserts, Beverages",800
Dharma's Sandwich,3.6,,"Vile Parle East, Mumbai","Fast Food, Beverages, Street Food, Chinese",500
Egg Squeeze Me,3.6,,"Vile Parle East, Mumbai",Fast Food,400
Green House,3.6,,"Vile Parle East, Mumbai","North Indian, Chinese, Malwani, Mughlai, Beverages, Desserts","1,100"
Hari Om Jalebiwala,3.6,,"Vile Parle East, Mumbai","Mithai, Street Food",200
House Of Delights,3.6,,"Vile Parle East, Mumbai","Fast Food, Beverages, Rolls",300
Nav Kayastha Pangat,3.6,,"Vile Parle East, Mumbai","Maharashtrian, Seafood, Beverages",600
Nimantran,3.6,,"Vile Parle East, Mumbai",Gujarati,700
Ram Frankie,3.6,,"Vile Parle East, Mumbai",Rolls,150
Sollasa Cafe,3.6,,"Vile Parle East, Mumbai","Fast Food, Sandwich, Desserts, Beverages",450
Tea Post,3.6,,"Vile Parle East, Mumbai","Beverages, Tea, Street Food, Fast Food",200
Anand Stall,3.5,,"Vile Parle East, Mumbai","South Indian, Chinese, Fast Food, Street Food, Italian, Beverages",300
Bombay Pizza Company,3.5,,"Vile Parle East, Mumbai","Pizza, Fast Food, Beverages",500
Flambos,3.5,,"Vile Parle East, Mumbai","Fast Food, Beverages, Lebanese",450
Healthy Kitchen,3.5,,"Vile Parle East, Mumbai","Healthy Food, Salad, Burger, Sandwich, Pasta, Fast Food, Juices, Beverages",500
Hot Pot Kitchen,3.5,,"Vile Parle East, Mumbai",Chinese,500
Konkanastha Lunch Home,3.5,,"Vile Parle East, Mumbai","North Indian, Malwani, Biryani",500
Marwad Haveli,3.5,,"Vile Parle East, Mumbai","North Indian, Rajasthani",400
Shree Sharneshwar Bhojnalaya,3.5,,"Vile Parle East, Mumbai",Gujarati,300
Amar Juice Centre,4.3,,"Vile Parle West, Mumbai","Fast Food, South Indian, Street Food, Desserts, Beverages",400
Khasiyat The Paratha House,4.3,,"Vile Parle West, Mumbai","North Indian, Street Food, South Indian, Beverages",700
True Tramm Trunk,4.2,"1,620","Vile Parle West, Mumbai","Finger Food, Continental, Sushi","1,900"
Harish Lunch Home,4.2,,"Vile Parle West, Mumbai","North Indian, Chinese, Malwani, Biryani, Mughlai, South Indian, Kebab",800
Lucky Sandwich & Pizza Corner,4.2,,"Vile Parle West, Mumbai",Sandwich,200
Grasshopper,4.1,,"Vile Parle West, Mumbai","North Indian, Chinese",800
Swaad,4.1,,"Vile Parle West, Mumbai","North Indian, South Indian, Chinese, Italian, Fast Food, Beverages, Desserts",800
Temptations,4.1,,"Vile Parle West, Mumbai","Desserts, Ice Cream",500
Brijwasi Sweet Centre,3.9,,"Vile Parle West, Mumbai","Mithai, Street Food",250
Gourmet Gusto,3.9,,"Vile Parle West, Mumbai","Cafe, Fast Food, Mexican, Beverages, Desserts",800
